favoritos,fecha,nombre,retweets,usuario
5,2020-12-20 01:59:06,Sofia Sánchez,2,sofisanchezu
8,2020-12-18 14:44:45,Sofia Sánchez,1,sofisanchezu
22,2020-12-17 03:05:01,Sofia Sánchez,6,sofisanchezu
7,2020-12-12 01:24:49,Sofia Sánchez,1,sofisanchezu
1,2020-12-10 23:59:10,Sofia Sánchez,1,sofisanchezu
5,2020-12-02 21:46:41,Sofia Sánchez,1,sofisanchezu
4,2020-12-01 22:12:37,Sofia Sánchez,0,sofisanchezu
4,2020-11-25 21:13:12,Sofia Sánchez,0,sofisanchezu
9,2020-11-23 01:33:09,Sofia Sánchez,1,sofisanchezu
5,2020-11-20 01:56:49,Sofia Sánchez,1,sofisanchezu
7,2020-11-17 22:14:41,Sofia Sánchez,1,sofisanchezu
3,2020-11-17 22:09:21,Sofia Sánchez,0,sofisanchezu
2,2020-11-17 01:37:46,Sofia Sánchez,1,sofisanchezu
10,2020-11-17 00:05:14,Sofia Sánchez,1,sofisanchezu
12,2020-11-14 21:19:16,Sofia Sánchez,2,sofisanchezu
0,2020-11-13 01:48:08,Sofia Sánchez,0,sofisanchezu
12,2020-11-11 22:23:00,Sofia Sánchez,3,sofisanchezu
10,2020-11-10 20:56:15,Sofia Sánchez,3,sofisanchezu
12,2020-11-10 11:43:09,Sofia Sánchez,1,sofisanchezu
5,2020-11-09 02:54:50,Sofia Sánchez,3,sofisanchezu
4,2020-11-07 20:21:25,Sofia Sánchez,0,sofisanchezu
0,2020-11-06 23:42:23,Sofia Sánchez,0,sofisanchezu
4,2020-11-06 18:31:45,Sofia Sánchez,1,sofisanchezu
5,2020-11-06 04:06:41,Sofia Sánchez,4,sofisanchezu
8,2020-11-05 05:51:18,Sofia Sánchez,3,sofisanchezu
8,2020-11-04 01:07:50,Sofia Sánchez,1,sofisanchezu
1,2020-11-03 02:49:35,Sofia Sánchez,0,sofisanchezu
23,2020-11-02 01:31:06,Sofia Sánchez,5,sofisanchezu
2,2020-10-28 17:24:51,Sofia Sánchez,0,sofisanchezu
15,2020-10-28 14:12:31,Sofia Sánchez,5,sofisanchezu
11,2020-10-27 15:45:49,Sofia Sánchez,1,sofisanchezu
5,2020-10-25 23:51:17,Sofia Sánchez,1,sofisanchezu
6,2020-10-24 15:44:21,Sofia Sánchez,2,sofisanchezu
15,2020-10-22 03:35:23,Sofia Sánchez,1,sofisanchezu
6,2020-10-22 02:36:24,Sofia Sánchez,1,sofisanchezu
5,2020-10-19 14:47:07,Sofia Sánchez,2,sofisanchezu
1,2020-10-17 17:27:01,Sofia Sánchez,0,sofisanchezu
31,2020-10-17 17:19:02,Sofia Sánchez,4,sofisanchezu
29,2020-10-17 04:17:11,Sofia Sánchez,3,sofisanchezu
3,2020-10-16 14:27:11,Sofia Sánchez,2,sofisanchezu
29,2020-10-16 12:51:20,Sofia Sánchez,6,sofisanchezu
2,2020-10-08 16:15:27,Sofia Sánchez,0,sofisanchezu
42,2020-10-08 13:59:01,Sofia Sánchez,12,sofisanchezu
12,2020-10-06 16:05:32,Sofia Sánchez,3,sofisanchezu
17,2020-10-04 21:16:57,Sofia Sánchez,5,sofisanchezu
5,2020-12-17 18:05:17,Tito Cabrera,1,TitoCabreraTor1
1,2020-12-15 16:53:52,Tito Cabrera,0,TitoCabreraTor1
2,2020-11-22 18:09:16,Tito Cabrera,1,TitoCabreraTor1
2,2020-11-21 01:14:53,Tito Cabrera,1,TitoCabreraTor1
4,2020-11-15 22:08:29,Tito Cabrera,4,TitoCabreraTor1
1,2020-11-12 13:17:50,Tito Cabrera,0,TitoCabreraTor1
1,2020-11-12 13:03:55,Tito Cabrera,0,TitoCabreraTor1
3,2020-11-11 14:18:47,Tito Cabrera,0,TitoCabreraTor1
0,2020-12-17 15:22:57,Bernarda Ordoñez,0,BernardaOM
54,2020-12-17 01:42:49,Bernarda Ordoñez,11,BernardaOM
1,2020-12-13 05:20:46,Bernarda Ordoñez,0,BernardaOM
1,2020-12-11 03:12:49,Bernarda Ordoñez,0,BernardaOM
10,2020-12-10 14:48:25,Bernarda Ordoñez,0,BernardaOM
4,2020-12-09 21:39:37,Bernarda Ordoñez,0,BernardaOM
1,2020-12-09 17:35:06,Bernarda Ordoñez,0,BernardaOM
6,2020-12-06 23:29:12,Bernarda Ordoñez,0,BernardaOM
0,2020-12-06 21:23:11,Bernarda Ordoñez,0,BernardaOM
5,2020-12-06 20:03:27,Bernarda Ordoñez,3,BernardaOM
3,2020-12-06 18:17:38,Bernarda Ordoñez,0,BernardaOM
13,2020-12-06 14:11:37,Bernarda Ordoñez,0,BernardaOM
1,2020-12-04 05:39:33,Bernarda Ordoñez,0,BernardaOM
41,2020-12-04 04:56:56,Bernarda Ordoñez,4,BernardaOM
3,2020-12-03 22:56:52,Bernarda Ordoñez,1,BernardaOM
5,2020-12-03 22:56:52,Bernarda Ordoñez,2,BernardaOM
0,2020-11-29 19:32:26,Bernarda Ordoñez,0,BernardaOM
19,2020-11-29 17:02:21,Bernarda Ordoñez,1,BernardaOM
5,2020-11-29 13:35:46,Bernarda Ordoñez,1,BernardaOM
0,2020-11-27 19:36:29,Bernarda Ordoñez,0,BernardaOM
67,2020-11-27 18:50:50,Bernarda Ordoñez,11,BernardaOM
4,2020-11-26 20:47:58,Bernarda Ordoñez,1,BernardaOM
59,2020-11-25 12:42:22,Bernarda Ordoñez,24,BernardaOM
1,2020-11-24 13:31:48,Bernarda Ordoñez,0,BernardaOM
1,2020-11-24 13:31:07,Bernarda Ordoñez,0,BernardaOM
1,2020-11-24 13:30:28,Bernarda Ordoñez,0,BernardaOM
8,2020-11-24 03:54:03,Bernarda Ordoñez,1,BernardaOM
107,2020-11-24 03:52:05,Bernarda Ordoñez,1,BernardaOM
4,2020-11-21 18:20:18,Bernarda Ordoñez,0,BernardaOM
14,2020-11-21 17:39:52,Bernarda Ordoñez,1,BernardaOM
0,2020-11-19 21:38:28,Bernarda Ordoñez,0,BernardaOM
0,2020-11-19 21:29:04,Bernarda Ordoñez,0,BernardaOM
0,2020-11-19 19:58:21,Bernarda Ordoñez,0,BernardaOM
0,2020-11-19 19:57:56,Bernarda Ordoñez,0,BernardaOM
6,2020-11-19 16:06:22,Bernarda Ordoñez,0,BernardaOM
18,2020-11-18 16:26:33,Bernarda Ordoñez,6,BernardaOM
0,2020-11-18 16:12:28,Bernarda Ordoñez,0,BernardaOM
24,2020-11-18 14:36:07,Bernarda Ordoñez,4,BernardaOM
37,2020-11-18 01:21:43,Bernarda Ordoñez,8,BernardaOM
1,2020-11-17 01:17:07,Bernarda Ordoñez,0,BernardaOM
5,2020-11-16 23:28:53,Bernarda Ordoñez,0,BernardaOM
0,2020-11-16 16:51:49,Bernarda Ordoñez,0,BernardaOM
0,2020-11-16 14:40:43,Bernarda Ordoñez,0,BernardaOM
9,2020-11-16 14:15:40,Bernarda Ordoñez,6,BernardaOM
1,2020-11-16 01:55:57,Bernarda Ordoñez,0,BernardaOM
3,2020-11-16 01:05:09,Bernarda Ordoñez,0,BernardaOM
77,2020-11-16 00:47:23,Bernarda Ordoñez,22,BernardaOM
7,2020-11-15 20:15:31,Bernarda Ordoñez,1,BernardaOM
7,2020-11-13 20:22:33,Bernarda Ordoñez,0,BernardaOM
6,2020-11-13 15:31:16,Bernarda Ordoñez,2,BernardaOM
2,2020-11-11 15:31:48,Bernarda Ordoñez,0,BernardaOM
1,2020-11-11 15:23:24,Bernarda Ordoñez,0,BernardaOM
39,2020-11-09 14:39:36,Bernarda Ordoñez,9,BernardaOM
1,2020-11-09 02:40:56,Bernarda Ordoñez,0,BernardaOM
1,2020-11-08 15:03:41,Bernarda Ordoñez,0,BernardaOM
696,2020-11-07 18:09:16,Bernarda Ordoñez,288,BernardaOM
8,2020-11-06 17:08:56,Bernarda Ordoñez,2,BernardaOM
10,2020-11-06 15:40:38,Bernarda Ordoñez,3,BernardaOM
2,2020-11-05 23:31:36,Bernarda Ordoñez,0,BernardaOM
6,2020-11-05 18:33:02,Bernarda Ordoñez,2,BernardaOM
14,2020-11-05 18:22:00,Bernarda Ordoñez,1,BernardaOM
45,2020-11-05 18:21:58,Bernarda Ordoñez,8,BernardaOM
1,2020-11-05 17:46:18,Bernarda Ordoñez,0,BernardaOM
1,2020-11-05 00:22:35,Bernarda Ordoñez,0,BernardaOM
9,2020-11-05 00:11:25,Bernarda Ordoñez,1,BernardaOM
10,2020-11-04 23:44:36,Bernarda Ordoñez,3,BernardaOM
0,2020-11-04 15:04:11,Bernarda Ordoñez,0,BernardaOM
7,2020-11-04 15:01:29,Bernarda Ordoñez,3,BernardaOM
11,2020-11-04 13:34:09,Bernarda Ordoñez,0,BernardaOM
1,2020-11-04 04:06:48,Bernarda Ordoñez,0,BernardaOM
33,2020-11-04 00:19:16,Bernarda Ordoñez,1,BernardaOM
58,2020-11-03 13:47:43,Bernarda Ordoñez,10,BernardaOM
0,2020-11-01 18:34:30,Bernarda Ordoñez,0,BernardaOM
24,2020-11-01 17:47:21,Bernarda Ordoñez,3,BernardaOM
1,2020-11-01 12:57:51,Bernarda Ordoñez,0,BernardaOM
17,2020-11-01 02:28:17,Bernarda Ordoñez,3,BernardaOM
15,2020-10-31 16:00:51,Bernarda Ordoñez,4,BernardaOM
1,2020-10-31 00:46:24,Bernarda Ordoñez,0,BernardaOM
10,2020-10-30 15:25:11,Bernarda Ordoñez,0,BernardaOM
4,2020-10-30 14:33:06,Bernarda Ordoñez,1,BernardaOM
10,2020-10-30 03:45:44,Bernarda Ordoñez,5,BernardaOM
3,2020-10-30 00:40:20,Bernarda Ordoñez,0,BernardaOM
15,2020-10-30 00:09:19,Bernarda Ordoñez,2,BernardaOM
1,2020-10-29 14:10:57,Bernarda Ordoñez,0,BernardaOM
2,2020-10-28 23:08:17,Bernarda Ordoñez,0,BernardaOM
5,2020-10-28 19:07:37,Bernarda Ordoñez,0,BernardaOM
13,2020-10-28 18:59:41,Bernarda Ordoñez,2,BernardaOM
0,2020-10-28 18:53:31,Bernarda Ordoñez,0,BernardaOM
0,2020-10-28 13:45:05,Bernarda Ordoñez,0,BernardaOM
1,2020-10-26 22:37:06,Bernarda Ordoñez,0,BernardaOM
2,2020-10-26 22:26:34,Bernarda Ordoñez,0,BernardaOM
5,2020-10-26 22:16:37,Bernarda Ordoñez,0,BernardaOM
1,2020-10-26 22:02:29,Bernarda Ordoñez,0,BernardaOM
6,2020-10-26 15:15:42,Bernarda Ordoñez,1,BernardaOM
2,2020-10-26 04:38:05,Bernarda Ordoñez,0,BernardaOM
18,2020-10-26 04:09:05,Bernarda Ordoñez,0,BernardaOM
0,2020-10-23 18:07:47,Bernarda Ordoñez,0,BernardaOM
1,2020-10-23 17:48:58,Bernarda Ordoñez,0,BernardaOM
12,2020-10-23 17:43:56,Bernarda Ordoñez,1,BernardaOM
1,2020-10-23 14:13:45,Bernarda Ordoñez,0,BernardaOM
13,2020-10-23 13:38:38,Bernarda Ordoñez,3,BernardaOM
113,2020-10-23 11:08:36,Bernarda Ordoñez,3,BernardaOM
1,2020-10-21 17:00:34,Bernarda Ordoñez,0,BernardaOM
2,2020-10-21 15:00:12,Bernarda Ordoñez,0,BernardaOM
62,2020-10-21 03:58:29,Bernarda Ordoñez,14,BernardaOM
25,2020-10-20 19:57:27,Bernarda Ordoñez,2,BernardaOM
8,2020-10-20 16:20:44,Bernarda Ordoñez,1,BernardaOM
52,2020-10-19 22:29:23,Bernarda Ordoñez,5,BernardaOM
2,2020-10-17 16:19:50,Bernarda Ordoñez,0,BernardaOM
29,2020-10-10 15:43:23,Bernarda Ordoñez,1,BernardaOM
27,2020-10-10 01:21:45,Bernarda Ordoñez,2,BernardaOM
1,2020-10-09 21:51:58,Bernarda Ordoñez,0,BernardaOM
5,2020-10-09 20:32:12,Bernarda Ordoñez,1,BernardaOM
1,2020-10-09 20:07:32,Bernarda Ordoñez,0,BernardaOM
61,2020-10-09 18:39:02,Bernarda Ordoñez,22,BernardaOM
1,2020-10-09 14:35:03,Bernarda Ordoñez,0,BernardaOM
33,2020-10-09 14:17:19,Bernarda Ordoñez,6,BernardaOM
1,2020-10-09 13:54:34,Bernarda Ordoñez,0,BernardaOM
26,2020-10-09 13:34:40,Bernarda Ordoñez,6,BernardaOM
4,2020-10-09 03:07:23,Bernarda Ordoñez,0,BernardaOM
1,2020-10-08 14:24:53,Bernarda Ordoñez,0,BernardaOM
90,2020-10-07 21:39:59,Bernarda Ordoñez,12,BernardaOM
0,2020-10-07 00:06:36,Bernarda Ordoñez,0,BernardaOM
4,2020-10-05 14:30:06,Bernarda Ordoñez,0,BernardaOM
0,2020-10-02 13:55:28,Bernarda Ordoñez,0,BernardaOM
0,2020-10-02 13:55:25,Bernarda Ordoñez,0,BernardaOM
0,2020-10-02 13:55:21,Bernarda Ordoñez,0,BernardaOM
16,2020-10-02 13:55:19,Bernarda Ordoñez,2,BernardaOM
0,2020-12-12 01:19:14,Jonnathan Cuesta,0,CuestaJonnathan
4,2020-11-18 21:45:56,Jonnathan Cuesta,0,CuestaJonnathan
0,2020-11-17 03:03:04,Jonnathan Cuesta,0,CuestaJonnathan
2,2020-11-17 02:36:44,Jonnathan Cuesta,0,CuestaJonnathan
1,2020-10-26 02:59:26,Jonnathan Cuesta,0,CuestaJonnathan
3,2020-10-26 02:56:05,Jonnathan Cuesta,2,CuestaJonnathan
2,2020-10-26 02:53:46,Jonnathan Cuesta,0,CuestaJonnathan
1,2020-10-19 23:26:59,Jonnathan Cuesta,0,CuestaJonnathan
1,2020-10-06 12:42:34,Jonnathan Cuesta,0,CuestaJonnathan
0,2020-10-06 12:41:58,Jonnathan Cuesta,0,CuestaJonnathan
0,2020-12-20 04:33:00,Xavier Martinez,1,xaesma
13,2020-12-20 03:58:01,Xavier Martinez,5,xaesma
23,2020-12-19 15:37:32,Xavier Martinez,15,xaesma
23,2020-12-18 05:15:48,Xavier Martinez,11,xaesma
24,2020-12-17 03:04:05,Xavier Martinez,13,xaesma
15,2020-12-17 02:15:15,Xavier Martinez,8,xaesma
21,2020-12-16 20:23:12,Xavier Martinez,16,xaesma
32,2020-12-16 03:30:43,Xavier Martinez,20,xaesma
33,2020-12-05 16:35:29,Xavier Martinez,21,xaesma
27,2020-12-04 06:05:49,Xavier Martinez,15,xaesma
2,2020-12-01 19:21:47,Xavier Martinez,0,xaesma
18,2020-12-01 19:04:01,Xavier Martinez,9,xaesma
5,2020-11-30 21:47:00,Xavier Martinez,0,xaesma
8,2020-11-30 21:45:26,Xavier Martinez,2,xaesma
7,2020-11-30 15:07:54,Xavier Martinez,1,xaesma
5,2020-11-29 20:56:38,Xavier Martinez,1,xaesma
24,2020-11-28 14:23:45,Xavier Martinez,13,xaesma
6,2020-11-26 16:14:03,Xavier Martinez,1,xaesma
1,2020-11-26 03:00:09,Xavier Martinez,0,xaesma
13,2020-11-25 22:44:38,Xavier Martinez,4,xaesma
29,2020-11-25 17:31:15,Xavier Martinez,19,xaesma
3,2020-11-22 19:09:06,Xavier Martinez,0,xaesma
6,2020-11-22 14:25:46,Xavier Martinez,2,xaesma
13,2020-11-21 18:13:54,Xavier Martinez,8,xaesma
17,2020-11-21 18:13:36,Xavier Martinez,13,xaesma
1,2020-11-20 21:42:49,Xavier Martinez,0,xaesma
18,2020-11-20 01:39:22,Xavier Martinez,9,xaesma
10,2020-11-19 21:23:16,Xavier Martinez,5,xaesma
14,2020-11-19 21:23:15,Xavier Martinez,9,xaesma
1,2020-11-19 18:11:22,Xavier Martinez,0,xaesma
11,2020-11-19 17:36:40,Xavier Martinez,4,xaesma
7,2020-11-19 12:43:20,Xavier Martinez,0,xaesma
4,2020-11-19 03:23:14,Xavier Martinez,0,xaesma
1,2020-11-18 22:51:43,Xavier Martinez,0,xaesma
9,2020-11-18 22:30:03,Xavier Martinez,2,xaesma
19,2020-11-18 01:01:33,Xavier Martinez,15,xaesma
5,2020-11-18 00:16:42,Xavier Martinez,2,xaesma
9,2020-11-17 20:40:09,Xavier Martinez,3,xaesma
2,2020-11-17 15:52:49,Xavier Martinez,0,xaesma
27,2020-11-16 23:24:35,Xavier Martinez,11,xaesma
15,2020-11-14 23:11:38,Xavier Martinez,11,xaesma
31,2020-11-14 23:10:51,Xavier Martinez,15,xaesma
14,2020-11-14 15:55:37,Xavier Martinez,9,xaesma
14,2020-11-13 21:42:46,Xavier Martinez,8,xaesma
16,2020-11-13 21:42:46,Xavier Martinez,8,xaesma
15,2020-11-13 21:09:49,Xavier Martinez,7,xaesma
4,2020-11-12 22:46:42,Xavier Martinez,0,xaesma
0,2020-11-12 14:17:17,Xavier Martinez,0,xaesma
4,2020-11-12 14:09:44,Xavier Martinez,2,xaesma
20,2020-11-12 00:41:22,Xavier Martinez,8,xaesma
27,2020-11-12 00:41:20,Xavier Martinez,13,xaesma
19,2020-11-11 19:42:20,Xavier Martinez,12,xaesma
18,2020-11-11 16:38:53,Xavier Martinez,14,xaesma
20,2020-11-11 16:22:08,Xavier Martinez,15,xaesma
10,2020-11-05 22:02:14,Xavier Martinez,7,xaesma
33,2020-11-03 17:23:37,Xavier Martinez,20,xaesma
23,2020-11-03 13:51:07,Xavier Martinez,14,xaesma
4,2020-11-02 15:41:25,Xavier Martinez,1,xaesma
4,2020-11-01 04:21:40,Xavier Martinez,2,xaesma
34,2020-10-31 13:59:34,Xavier Martinez,21,xaesma
4,2020-10-30 00:05:05,Xavier Martinez,1,xaesma
1,2020-10-28 03:36:19,Xavier Martinez,0,xaesma
4,2020-10-28 03:21:41,Xavier Martinez,2,xaesma
3,2020-10-27 16:41:45,Xavier Martinez,1,xaesma
5,2020-10-25 03:30:02,Xavier Martinez,1,xaesma
29,2020-10-24 19:28:24,Xavier Martinez,19,xaesma
27,2020-10-24 19:22:55,Xavier Martinez,18,xaesma
33,2020-10-23 12:27:09,Xavier Martinez,18,xaesma
2,2020-10-22 03:40:16,Xavier Martinez,1,xaesma
2,2020-10-21 21:37:06,Xavier Martinez,0,xaesma
2,2020-10-21 18:12:40,Xavier Martinez,0,xaesma
1,2020-10-21 12:37:59,Xavier Martinez,0,xaesma
1,2020-10-21 00:14:48,Xavier Martinez,0,xaesma
1,2020-10-20 17:21:23,Xavier Martinez,0,xaesma
15,2020-10-20 01:02:22,Xavier Martinez,7,xaesma
46,2020-10-20 01:01:35,Xavier Martinez,24,xaesma
15,2020-10-19 21:39:18,Xavier Martinez,9,xaesma
6,2020-10-19 13:08:46,Xavier Martinez,4,xaesma
3,2020-10-16 18:25:39,Xavier Martinez,2,xaesma
5,2020-10-15 15:54:11,Xavier Martinez,2,xaesma
1,2020-10-14 14:24:40,Xavier Martinez,1,xaesma
8,2020-10-13 23:35:34,Xavier Martinez,4,xaesma
6,2020-10-13 20:54:38,Xavier Martinez,2,xaesma
19,2020-10-10 14:37:56,Xavier Martinez,5,xaesma
12,2020-10-09 17:03:03,Xavier Martinez,10,xaesma
18,2020-10-09 17:00:10,Xavier Martinez,13,xaesma
26,2020-10-09 16:45:34,Xavier Martinez,19,xaesma
5,2020-10-09 13:58:11,Xavier Martinez,2,xaesma
2,2020-10-08 04:32:37,Xavier Martinez,0,xaesma
2,2020-10-07 23:36:00,Xavier Martinez,1,xaesma
2,2020-10-07 23:35:04,Xavier Martinez,1,xaesma
2,2020-10-07 23:15:51,Xavier Martinez,1,xaesma
3,2020-10-07 22:53:14,Xavier Martinez,0,xaesma
2,2020-10-07 21:37:44,Xavier Martinez,1,xaesma
16,2020-10-07 21:31:35,Xavier Martinez,7,xaesma
2,2020-10-07 21:23:49,Xavier Martinez,0,xaesma
30,2020-10-07 21:21:00,Xavier Martinez,8,xaesma
13,2020-10-07 14:23:43,Xavier Martinez,2,xaesma
49,2020-10-07 01:25:45,Xavier Martinez,20,xaesma
2,2020-10-06 01:38:57,Xavier Martinez,0,xaesma
1,2020-10-05 15:08:12,Xavier Martinez,1,xaesma
2,2020-10-03 17:37:33,Xavier Martinez,0,xaesma
0,2020-10-02 12:26:17,Xavier Martinez,0,xaesma
5,2020-10-01 00:31:27,Xavier Martinez,1,xaesma
3,2020-12-14 15:50:35,Teresita Bermeo,1,TEABP
4,2020-12-13 12:26:25,Teresita Bermeo,1,TEABP
7,2020-12-10 18:39:27,Teresita Bermeo,2,TEABP
6,2020-12-10 17:34:09,Teresita Bermeo,1,TEABP
2,2020-12-10 15:54:35,Teresita Bermeo,1,TEABP
2,2020-12-08 20:56:33,Teresita Bermeo,1,TEABP
5,2020-12-07 12:55:29,Teresita Bermeo,1,TEABP
6,2020-12-06 20:44:33,Teresita Bermeo,2,TEABP
1,2020-12-05 19:50:33,Teresita Bermeo,0,TEABP
3,2020-12-05 19:35:47,Teresita Bermeo,0,TEABP
6,2020-12-05 11:43:55,Teresita Bermeo,1,TEABP
2,2020-12-05 11:38:36,Teresita Bermeo,0,TEABP
1,2020-12-04 15:32:01,Teresita Bermeo,0,TEABP
5,2020-12-02 17:55:26,Teresita Bermeo,3,TEABP
11,2020-12-02 13:02:41,Teresita Bermeo,3,TEABP
2,2020-12-02 12:26:05,Teresita Bermeo,1,TEABP
8,2020-12-01 13:28:11,Teresita Bermeo,5,TEABP
4,2020-11-30 22:05:04,Teresita Bermeo,2,TEABP
5,2020-11-30 12:30:39,Teresita Bermeo,2,TEABP
8,2020-11-30 12:21:27,Teresita Bermeo,0,TEABP
4,2020-11-30 12:19:59,Teresita Bermeo,2,TEABP
1,2020-11-05 23:25:39,Teresita Bermeo,0,TEABP
1,2020-11-03 03:26:07,Teresita Bermeo,0,TEABP
10,2020-10-31 12:19:40,Teresita Bermeo,6,TEABP
0,2020-10-28 12:26:23,Teresita Bermeo,0,TEABP
8,2020-10-28 12:26:18,Teresita Bermeo,1,TEABP
5,2020-10-27 19:57:15,Teresita Bermeo,3,TEABP
2,2020-10-27 11:33:32,Teresita Bermeo,1,TEABP
10,2020-10-26 23:43:18,Teresita Bermeo,4,TEABP
8,2020-10-26 11:17:10,Teresita Bermeo,2,TEABP
